,t,x,y,z
,0,0,0,0
,,,,
2777,27.77,-6.68298330096,-11.3454728412,15.2156570504
2778,27.78,-7.12667746183,-12.0826951877,15.5634642103
2779,27.79,-7.59830449867,-12.8443589838,16.003638141
2780,27.8,-8.09753215861,-13.6235266399,16.545570088
2781,27.81,-8.62339960843,-14.4108676589,17.1987762106
2782,27.82,-9.17414953678,-15.1942616132,17.9724868889
2783,27.83,-9.74703845225,-15.9584244625,18.8750768307
2784,27.84,-10.3381294735,-16.6846069422,19.913310572
2785,27.85,-10.9420761356,-17.3504330406,21.0913877131
2786,27.86,-11.5519113995,-17.9299669738,22.4097914517
2787,27.87,-12.1588631131,-18.3941147485,23.8639756105
2788,27.88,-12.7522252469,-18.7114750408,25.4429713089
2789,27.89,-13.3193223554,-18.8497446902,27.1280538877
2790,27.9,-13.8456111708,-18.7777457545,28.891677872
2791,27.91,-14.3149654281,-18.4680636308,30.6969495183
2792,27.92,-14.7101846359,-17.9001645872,32.4979411679
2793,27.93,-15.013751103,-17.0637037707,34.2411308291
2794,27.94,-15.2088297237,-15.9615679782,35.8681460621
2795,27.95,-15.2804621779,-14.6120694023,37.3197885998
2796,27.96,-15.2168562504,-13.0496799883,38.5410303775
2797,27.97,-15.0106223393,-11.3238278455,39.486360192
2798,27.98,-14.6597777583,-9.49558716849,40.1246196677
2799,27.99,-14.1683404713,-7.63253538702,40.4424058042
2800,28.0,-13.54637692,-5.80250832811,40.4453064031
2801,28.01,-12.8094510251,-4.067300164,40.1566602691
2802,28.02,-11.9775260938,-2.47740177551,39.614081358
2803,28.03,-11.0734705133,-1.06861560198,38.864476455
2804,28.04,-10.1213835078,0.139086461632,37.9585558783
2805,28.05,-9.14497153437,1.1406148534,36.9458134971
2806,28.06,-8.16616941974,1.94327409533,35.8706817061
2807,28.07,-7.20412950124,2.56346324886,34.7701777442
2808,28.08,-6.27462095616,3.02325435064,33.6729919584
2809,28.09,-5.38981189728,3.34735463279,32.5997216312
2810,28.1,-4.55836128736,3.56072700322,31.5638525788
2811,28.11,-3.78572854791,3.6869398365,30.5731076883
2812,28.12,-3.07461074277,3.7471791076,29.6308663406
2813,28.13,-2.42543216614,3.75978685882,28.7374637141
2814,28.14,-1.83683126068,3.74017406404,27.8912729596
2815,28.15,-1.30610949146,3.70097185717,27.0895422499
2816,28.16,-0.829623112623,3.65231466247,26.3290013293
2817,28.17,-0.403110709101,3.60218003547,25.6062733842
2818,28.18,-0.0219572286206,3.55673684203,24.9181346184
2819,28.19,0.318600245877,3.52067369965,24.2616619412
2820,28.2,0.623317560922,3.49749360468,23.6343031278
2821,28.21,0.896831338686,3.48976957311,23.0338965392
2822,28.22,1.14358182342,3.49936133047,22.4586605487
2823,28.23,1.36776369076,3.52759582369,21.9071669255
2824,28.24,1.57329871611,3.57541552648,21.3783077793
2825,28.25,1.76382515708,3.64349881589,20.8712621952
2826,28.26,1.94269960163,3.7323565253,20.3854662214
2827,28.27,2.11300782863,3.84240837937,19.9205881879
2828,28.28,2.27758190854,3.97404252953,19.4765102493
2829,28.29,2.43902134239,4.12766090617,19.0533163809
2830,28.3,2.59971650487,4.3037126199,18.6512866958
2831,28.31,2.76187303517,4.50271718857,18.2708977731
2832,28.32,2.92753611692,4.72527894024,17.9128286397
2833,28.33,3.09861381834,4.97209353872,17.5779720559
2834,28.34,3.27689883223,5.24394719086,17.2674507977
2835,28.35,3.46408807166,5.54170871569,16.9826386613
2836,28.36,3.6617996462,5.86631427703,16.7251859281
2837,28.37,3.87158676975,6.21874419791,16.4970489913
2838,28.38,4.09494813851,6.59999088187,16.3005237457
2839,28.39,4.33333426858,7.01101646266,16.1382821524
2840,28.4,4.58814920037,7.45269839291,16.0134110884
2841,28.41,4.8607468629,7.92576077625,15.9294521427
2842,28.42,5.15242124943,8.4306888678,15.8904403891
2843,28.43,5.46438939167,8.96762385546,15.900939309
2844,28.44,5.79776594133,9.53623485023,15.9660679064
2845,28.45,6.15352798887,10.1355650532,16.0915146147
2846,28.46,6.532468591,10.7638494642,16.2835307955
2847,28.47,6.93513737335,11.4183024406,16.5488944843
2848,28.48,7.36176656906,12.0948751465,16.8948325821
2849,28.49,7.81218101406,12.7879857636,17.3288870719
2850,28.5,8.28569103353,13.4902296115,17.8587083303
2851,28.51,8.78096793596,14.192082419,18.4917566924
2852,28.52,9.29590311795,14.8816181911,19.2348928646
2853,28.53,9.8274537286,15.544273528,20.0938396699
2854,28.54,10.3714805928,16.1627025628,21.0725033858
2855,28.55,10.9225877535,16.7167798598,22.1721543406
2856,28.56,11.4739775598,17.1838206102,23.3904852277
2857,28.57,12.0173404991,17.5390947878,24.7205930783
2858,28.58,12.5428044416,17.7567096259,26.1499669766
2859,28.59,13.0389726937,17.8109166132,27.6596059029
2860,28.6,13.4930828069,17.6778588524,29.2234332576
2861,28.61,13.8913165574,17.3377078398,30.8082056212
2862,28.62,14.2192837678,16.7770467024,32.3741177226
2863,28.63,14.462686883,15.9912501363,33.8762661281
2864,28.64,14.6081487836,14.986512142,35.2670374288
2865,28.65,14.6441547867,13.7811145092,36.4993314721
2866,28.66,14.5620257163,12.405548919,37.5303358805
2867,28.67,14.3568099931,10.9012301964,38.3253784632
2868,28.68,14.0279683807,9.317766702,38.8612604263
2869,28.69,13.5797338134,7.7090453426,39.1284748206
2870,28.7,13.0210644218,6.1286659337,39.1318711764
2871,28.71,12.3651665507,4.62543244123,38.8896165693
2872,28.72,11.6286341035,3.2396111526,38.4306493156
2873,28.73,10.8303137069,2.0004893105,37.7911194925
2874,28.74,9.99004554281,0.92546852674,37.0104704909
2875,28.75,9.12743773252,0.0206031813964,36.1278005801
2876,28.76,8.26080858955,-0.717758641428,35.1789802744
2877,28.77,7.40638568543,-1.3006984352,34.1947626949
2878,28.78,6.5777977928,-1.74427417817,33.1998915215
2879,28.79,5.78584861886,-2.06724951304,32.21304272
2880,28.8,5.03852816789,-2.28922371211,31.2473534071
2881,28.81,4.34120097961,-2.42924783095,30.3112838694
2882,28.82,3.69690814467,-2.50491323933,29.4096003193
2883,28.83,3.10672731722,-2.53184064898,28.5443282091
2884,28.84,2.57014709313,-2.52347500366,27.7155877252
2885,28.85,2.08542528035,-2.49109289143,26.9222729113
2886,28.86,1.64991236983,-2.44394330508,26.1625701452
2887,28.87,1.26033082916,-2.38946121035,25.4343316886
2888,28.88,0.913007494203,-2.33351137356,24.7353291856
2889,28.89,0.60406064245,-2.28063483679,24.0634139628
2890,28.9,0.329545808906,-2.23428166188,23.4166089053
2891,28.91,0.0855655772174,-2.19702139589,22.7931527166
2892,28.92,-0.131651105611,-2.1707278202,22.1915129354
2893,28.93,-0.325694743464,-2.15673766398,21.6103799241
2894,28.94,-0.499941365387,-2.15598472134,21.0486505224
2895,28.95,-0.657534591248,-2.16911169144,20.505407272
2896,28.96,-0.801380047045,-2.19656240198,19.9798970178
2897,28.97,-0.934149087896,-2.23865710615,19.471511183
2898,28.98,-1.05828933218,-2.29565340179,18.9797689844
2899,28.99,-1.17603999046,-2.3677950965,18.5043041748
2900,29.0,-1.28945038574,-2.45535108296,18.0448554913
2901,29.01,-1.40040041084,-2.55864602082,17.601260764
2902,29.02,-1.5106219587,-2.67808436027,17.1734545357
2903,29.03,-1.62172059949,-2.8141689929,16.761469034
2904,29.04,-1.73519696972,-2.96751557961,16.3654383635
2905,29.05,-1.85246748944,-3.13886338281,15.9856058576
2906,29.06,-1.97488413864,-3.32908321708,15.6223346037
2907,29.07,-2.10375310844,-3.53918292658,15.2761212464
2908,29.08,-2.24035219851,-3.77031059201,14.9476132588
2909,29.09,-2.38594686413,-4.0237554604,14.637629956
2910,29.1,-2.54180482467,-4.30094636888,14.3471876016
2911,29.11,-2.70920913187,-4.60344719102,14.0775290229
2912,29.12,-2.88946956118,-4.93294856191,13.8301581982
2913,29.13,-3.08393213159,-5.29125482398,13.6068802976
2914,29.14,-3.2939864773,-5.68026476952,13.4098476428
2915,29.15,-3.52107068528,-6.10194432412,13.2416119714
2916,29.16,-3.76667307294,-6.55828880817,13.1051832268
2917,29.17,-4.03233020534,-7.05127182073,13.004094809
2918,29.18,-4.31962023682,-7.58277711005,12.9424747633
2919,29.19,-4.63015040277,-8.15450903389,12.9251216803
2920,29.2,-4.965537181,-8.76787639758,12.9575830596
2921,29.21,-5.3273772867,-9.42384364331,13.0462324286
2922,29.22,-5.71720726636,-10.1227426515,13.1983394945
2923,29.23,-6.13644902744,-10.8640379724,13.4221248857
2924,29.24,-6.58633821042,-11.6460384003,13.7267874847
2925,29.25,-7.06783192974,-12.4655488212,14.1224878405
2926,29.26,-7.58149216342,-13.3174587846,14.6202656672
2927,29.27,-8.12734108701,-14.1942690055,15.2318631323
2928,29.28,-8.70468511505,-15.0855649771,15.9694189846
2929,29.29,-9.31190559492,-15.9774591493,16.8449925377
2930,29.3,-9.94621633504,-16.8520408006,17.8698728411
2931,29.31,-10.6033918557,-17.6868965271,19.0536297552
2932,29.32,-11.277475869,-18.4547939384,20.402874024
2933,29.33,-11.9604873998,-19.1236545689,21.9197178397
2934,29.34,-12.6421522955,-19.6569738974,23.5999713687
2935,29.35,-13.3097002562,-20.0148670335,25.4311787546
2936,29.36,-13.9477806897,-20.1559131836,27.3906898557
2937,29.37,-14.5385620981,-20.0399211924,29.4440738833
2938,29.38,-15.0620851829,-19.6316227166,31.5442876518
2939,29.39,-15.4969337985,-18.9051075788,33.6320774583
2940,29.4,-15.8212641359,-17.848557591,35.6380686356
2941,29.41,-16.0141864493,-16.4685560667,37.4868278934
2942,29.42,-16.057425398,-14.7930377857,39.1028418019
2943,29.43,-15.9371031118,-12.8719145833,40.4178687356
2944,29.44,-15.6454121085,-10.7746681665,41.3786024831
2945,29.45,-15.1818999381,-8.58477007219,41.9532187184
2946,29.46,-14.5541005673,-6.39156135609,42.1353581023
2947,29.47,-13.7773329296,-4.28095978144,41.9445383918
2948,29.48,-12.8736343199,-2.32676831266,41.4228067903
2949,29.49,-11.8699681835,-0.584239327685,40.628377721
2950,29.5,-10.7959900112,0.913075889335,39.6277049439
2951,29.51,-9.68172602745,2.15305040415,38.487658742
2952,29.52,-8.55549911528,3.14194528893,37.2691872311
2953,29.53,-7.44234106217,3.89974938541,36.0232198746
2954,29.54,-6.36299937995,4.4550813403,34.7888987919
2955,29.55,-5.33352377341,4.84057420962,33.5937245126
2956,29.56,-4.3653311741,5.08926349261,32.4549695678
2957,29.57,-3.46560830913,5.23212832183,31.3817141829
2958,29.58,-2.63790994698,5.29668016853,30.3769991403
2959,29.59,-1.88283451512,5.30636786327,29.4397760276
2960,29.6,-1.19869204378,5.28054234373,28.5665006326
2961,29.61,-0.582111901381,5.23475720897,27.7523336511
2962,29.62,-0.0285640946673,5.18123643968,26.9919823536
2963,29.63,0.467213548683,5.12939621148,26.280248153
2964,29.64,0.910878506331,5.08635309775,25.612351638
2965,29.65,1.30822710714,5.05738347466,24.9841000117
2966,29.66,1.66500619996,5.04631996349,24.3919498345
2967,29.67,1.98678047098,5.05588304761,23.8330051003
2968,29.68,2.27884394493,5.08795237556,23.3049792319
2969,29.69,2.54616572596,5.14378495253,22.8061403612
2970,29.7,2.79336166561,5.22418801825,22.3352523211
2971,29.71,3.02468517839,5.32965393642,21.8915188018
2972,29.72,3.24403176783,5.4604634891,21.4745347192
2973,29.73,3.4549529515,5.61676291229,21.0842466015
2974,29.74,3.6606761919,5.79861899041,20.7209223958
2975,29.75,3.86412817346,6.00605561231,20.3851302586
2976,29.76,4.06795934336,6.23907439595,20.0777254209
2977,29.77,4.27456807955,6.49766130581,19.7998439736
2978,29.78,4.4861231887,6.78178060107,19.5529022807
2979,29.79,4.7045836872,7.09135695035,19.3386006407
2980,29.8,4.93171499786,7.42624612087,19.1589297062
2981,29.81,5.16910081585,7.78619429428,19.0161780234
2982,29.82,5.41814997399,8.17078578307,18.9129388166
2983,29.83,5.68009767917,8.57937873668,18.852113814
2984,29.84,5.95600051281,9.01102835997,18.8369114703
2985,29.85,6.24672460031,9.46439725664,18.8708363837
2986,29.86,6.55292637447,9.93765280839,18.9576660374
2987,29.87,6.87502540374,10.4283520723,19.1014102402
2988,29.88,7.21316885283,10.9333156033,19.3062478473
2989,29.89,7.56718731798,11.4484929751,19.5764345851
2990,29.9,7.93654206757,11.9688246668,19.9161752288
2991,29.91,8.32026416042,12.4881074832,20.3294531629
2992,29.92,8.71688655062,12.9988738021,20.8198107815
2993,29.93,9.12437116245,13.4922986439,21.3900755833
2994,29.94,9.5400340614,13.9581526411,22.0420296173
2995,29.95,9.96047327074,14.3848230376,22.776024579
2996,29.96,10.3815054554,14.7594281978,23.5905517438
2997,29.97,10.7981195284,15.0680527478,24.4817852767
2998,29.98,11.2044570484,15.296129059,25.4431291257
2999,29.99,11.5938307861,15.428984769,26.4648109211
3000,30.0,11.958793627,15.4525638559,27.5335794309
3001,30.01,12.2912695364,15.3543094046,28.6325724973
3002,30.02,12.5827560679,15.1241696639,29.7414263532
3003,30.03,12.8246033392,14.7556572564,30.8366905948
3004,30.04,13.0083672576,14.2468588603,31.8925920964
3005,30.05,13.1262252147,13.6012663453,32.8821538954
3006,30.06,13.1714313163,12.8282889684,33.7786232586
3007,30.07,13.1387770326,11.9433183248,34.5571033724
3008,30.08,13.0250141934,10.9672585569,35.1962270554
3009,30.09,12.8291930226,9.92550256203,35.6796733828
3010,30.1,12.5528705791,8.8464208529,35.997323153
3011,30.11,12.2001555571,7.75951570537,36.1458846717
3012,30.12,11.7775731672,6.69345804729,36.1288949369
3013,30.13,11.2937560621,5.67424998757,35.9560988458
3014,30.14,10.7589898153,4.72373355576,35.6423079697
3015,30.15,10.1846597415,3.85860120084,35.2059168461
3016,30.16,9.5826561956,3.08997306005,34.6672913932
3017,30.17,8.96479623671,2.4235131527,34.0472359366
3018,30.18,8.34231138523,1.85998270942,33.3657001939
3019,30.19,7.72543678262,1.39608669519,32.6408217424
3020,30.2,7.12312000493,1.02546139738,31.8883314233
3021,30.21,6.54285156768,0.739670002026,31.1212933952
3022,30.22,5.99060630194,0.529108036147,30.3501158182
3023,30.23,5.47087647322,0.383759938499,29.5827531541
3024,30.24,4.98677374599,0.293783255958,28.8250227462
3025,30.25,4.54017703848,0.249923437612,28.0809705696
3026,30.26,4.13190578019,0.243778821773,27.3532378843
3027,30.27,3.76190189851,0.267943408116,26.6433975239
3028,30.28,3.42940807367,0.316056658193,25.9522430443
3029,30.29,3.13313376959,0.382787265979,25.2800248491
3030,30.3,2.87140392044,0.46377356863,24.626634681
3031,30.31,2.64228779709,0.555538419467,23.9917440688
3032,30.32,2.44370750944,0.655391757538,23.3749042376
3033,30.33,2.2735269117,0.761330190201,22.7756153496
3034,30.34,2.12962249119,0.871939783221,22.1933723985
3035,30.35,2.00993826049,0.986305891355,21.6276940618
3036,30.36,1.91252684516,1.10393215092,21.0781396532
3037,30.37,1.83557895257,1.22466956235,20.5443181833
3038,30.38,1.77744328773,1.34865579017,20.0258925404
3039,30.39,1.73663879749,1.4762642954,19.5225809796
3040,30.4,1.71186090893,1.60806260649,19.0341574577
3041,30.41,1.70198320298,1.74477886844,18.5604518683
3042,30.42,1.70605574549,1.88727573815,18.1013508826
3043,30.43,1.72330109304,2.03653068422,17.6567998608
3044,30.44,1.75310880401,2.19362177822,17.2268061522
3045,30.45,1.79502911992,2.35971811338,16.8114440088
3046,30.46,1.84876633626,2.53607404411,16.4108613049
3047,30.47,1.91417225601,2.72402649588,16.0252882443
3048,30.48,1.99124001011,2.9249946425,15.6550482585
3049,30.49,2.08009843532,3.14048128075,15.3005713348
3050,30.5,2.18100711784,3.37207524551,14.9624100586
3051,30.51,2.29435213854,3.62145419619,14.6412587086
3052,30.52,2.4206424881,3.89038706296,14.3379758003
3053,30.53,2.56050705621,4.18073536209,14.0536105304
3054,30.54,2.71469203237,4.49445246769,13.7894336215
3055,30.55,2.88405848479,4.83357975354,13.5469731104
3056,30.56,3.06957980253,5.20023828538,13.3280556345
3057,30.57,3.27233859041,5.59661443983,13.1348537564
3058,30.58,3.49352249093,6.02493744088,12.9699397898
3059,30.59,3.7344182661,6.4874463281,12.8363464351
3060,30.6,3.99640329905,6.98634329276,12.7376342566
3061,30.61,4.2809334637,7.52372963732,12.677965582
3062,30.62,4.58952605457,8.10151983473,12.6621837197
3063,30.63,4.92373616268,8.72132831237,12.6958953644
3064,30.64,5.28512452562,9.38432271398,12.7855526074
3065,30.65,5.67521447322,10.0910365999,12.9385289291
3066,30.66,6.09543514636,10.8411340001,13.1631807889
3067,30.67,6.54704771353,11.6331181991,13.4688827833
3068,30.68,7.03105089611,12.4639780132,13.8660196807
3069,30.69,7.54806182289,13.3287671878,14.3659129253
3070,30.7,8.09816819718,14.2201171943,14.9806525421
3071,30.71,8.68074816862,15.1276916413,15.7227982251
3072,30.72,9.29425542684,16.0376029335,16.6049066983
3073,30.73,9.93596923394,16.9318299058,17.6388379436
3074,30.74,10.6017128251,17.7876998311,18.8347933936
3075,30.75,11.2855493136,18.5775293725,20.2000487766
3076,30.76,11.9794723659,19.2685547477,21.7373683476
3077,30.77,12.6731196681,19.8233163512,23.4431317821
3078,30.78,13.35355026,20.2006873897,25.3052752688
3079,30.79,14.0051409471,20.3577340797,27.3012456465
3080,30.8,14.609669591,20.252545969,29.396283781
3081,30.81,15.1466598144,19.8480572643,31.5424699256
3082,30.82,15.5940565492,19.1166799298,33.6790408758
3083,30.83,15.9292781966,18.0452951101,35.7344714461
3084,30.84,16.1306436562,16.6398474066,37.6306428096
3085,30.85,16.1791007581,14.9285493425,39.2890629403
3086,30.86,16.060095159,12.9626572885,40.6385860174
3087,30.87,15.7653352276,10.8140407571,41.6235147334
3088,30.88,15.2941576676,8.56936844844,42.2105620301
3089,30.89,14.6542099135,6.32156557319,42.3931149073
3090,30.9,13.8612546465,4.15999660705,42.1917047371
3091,30.91,12.9380586783,2.16127531061,41.650468887
3092,30.92,11.9125130311,0.382480577534,40.8303996408
3093,30.93,10.8152863177,-1.14211878695,39.8009391806
3094,30.94,9.67738975444,-2.40068907947,38.6317163152
3095,30.95,8.52800957741,-3.4005388593,37.3858979172
3096,30.96,7.3928590868,-4.16313800647,36.1159502561
3097,30.97,6.29316151341,-4.71872019853,34.8618785981
3098,30.98,5.24524332,-5.10144209543,33.6514821693
3099,30.99,4.26062686915,-5.34563661276,32.5019218578
3100,31.0,3.34647082056,-5.48329972325,31.4219104682
3101,31.01,2.50620778118,-5.54268205748,30.4139944428
3102,31.02,1.74025530191,-5.54772963126,29.4765976388
3103,31.03,1.04671243571,-5.51809755912,28.6056743007
3104,31.04,0.421988704575,-5.46950005128,27.7959421221
3105,31.05,-0.138660094154,-5.41422126711,27.0417370898
3106,31.06,-0.640695684275,-5.36167141,26.3375621951
3107,31.07,-1.08995553677,-5.31892033286,25.6784069999
3108,31.08,-1.49239439918,-5.29117465296,25.0599066717
3109,31.09,-1.85389582508,-5.2821857891,24.4783956306
3110,31.1,-2.18014046878,-5.29458858637,23.9308970628
3111,31.11,-2.47651913777,-5.33017632704,23.4150774401
3112,31.12,-2.74808029005,-5.39012032685,22.9291855656
3113,31.13,-2.99950342505,-5.47514264343,22.471988507
3114,31.14,-3.23509144217,-5.58564972924,22.0427117022
3115,31.15,-3.45877644516,-5.72183376028,21.640987069
3116,31.16,-3.67413463691,-5.88374719161,21.2668107117
3117,31.17,-3.88440689165,-6.07135498591,20.9205104129
3118,31.18,-4.09252233967,-6.28456798999,20.602722275
3119,31.19,-4.30112288387,-6.52326010478,20.3143754097
3120,31.2,-4.51258701715,-6.7872711951,20.0566833312
3121,31.21,-4.72905165024,-7.07639709952,19.8311405643
3122,31.22,-4.95243091155,-7.39036761196,19.6395228814
3123,31.23,-5.18443106281,-7.72881290766,19.4838894569
3124,31.24,-5.42656080012,-8.09121857537,19.366585059
3125,31.25,-5.68013629565,-8.47686920377,19.2902401428
3126,31.26,-5.94628039102,-8.88478037126,19.2577663715
3127,31.27,-6.22591539539,-9.31361893352,19.272344647
3128,31.28,-6.51974898334,-9.76161173322,19.3374022019
3129,31.29,-6.82825274727,-10.2264433232,19.4565746958
3130,31.3,-7.15163305796,-10.705144061,19.6336486215
3131,31.31,-7.48979404879,-11.1939710688,19.8724787247
3132,31.32,-7.84229279445,-11.6882861284,20.1768746855
3133,31.33,-8.20828713509,-12.1824366508,20.5504511559
3134,31.34,-8.58647713838,-12.6696484442,20.9964356156
3135,31.35,-8.97504192778,-13.1419420552,21.51742967
3136,31.36,-9.37157456115,-13.5900878231,22.115121707
3137,31.37,-9.77301882945,-14.0036181409,22.7899526037
3138,31.38,-10.1756132364,-14.3709182351,23.540741756
3139,31.39,-10.5748489484,-14.6794182702,24.3642882747
3140,31.4,-10.9654500264,-14.9159087071,25.2549716663
3141,31.41,-11.3413855506,-15.0669963674,26.2043871325
3142,31.42,-11.69592399,-15.1197093364,27.2010615663
3143,31.43,-12.021739963,-15.062243763,28.2303053891
3144,31.44,-12.3110819059,-14.8848246702,29.2742597638
3145,31.45,-12.5560057017,-14.5806273297,30.312195144
3146,31.46,-12.7486737574,-14.146678696,31.3211024509
3147,31.47,-12.8817114023,-13.5846350018,32.276590501
3148,31.48,-12.9486033694,-12.9013186047,33.1540632587
3149,31.49,-12.944103633,-12.1089015352,33.9301023031
3150,31.5,-12.8646237133,-11.2246499645,34.5839318633
3151,31.51,-12.7085597115,-10.2701936342,35.0988071446
3152,31.52,-12.4765186996,-9.27035146966,35.4631531062
3153,31.53,-12.1714118106,-8.25161695608,35.6712985501
3154,31.54,-11.7983943328,-7.24046808779,35.723700406
3155,31.55,-11.3646506765,-6.26170096518,35.6266274308
3156,31.56,-10.8790412246,-5.33698342786,35.3913553774
3157,31.57,-10.3516451495,-4.48378524153,35.0329978654
3158,31.58,-9.793244931,-3.71477431031,34.569142356
3159,31.59,-9.21480247056,-3.03769109548,34.0184704334
3160,31.6,-8.62697310933,-2.45564398298,33.3995178381
3161,31.61,-8.03969400134,-1.96772036176,32.7296826079
3162,31.62,-7.46186980987,-1.56978746255,32.0245335443
3163,31.63,-6.90116452349,-1.25536151767,31.2974194256
3164,31.64,-6.36389579495,-1.01644613173,30.5593409253
3165,31.65,-5.85501911637,-0.844271630162,29.8190254856
3166,31.66,-5.37818385872,-0.729898401084,29.0831391663
3167,31.67,-4.93584139385,-0.664673415992,28.3565746517
3168,31.68,-4.52938637116,-0.640547753983,27.6427663003
3169,31.69,-4.15931476625,-0.650273977325,26.9439970823
3170,31.7,-3.82538567218,-0.687506935945,26.2616754925
3171,31.71,-3.52677728694,-0.746831867349,25.5965714083
3172,31.72,-3.26223073095,-0.823741290209,24.949007825
3173,31.73,-3.03017797954,-0.914578577457,24.3190105897
3174,31.74,-2.82885225144,-1.01646220179,23.7064211622
3175,31.75,-2.65638068334,-1.12720103695,23.110978666
3176,31.76,-2.51086012524,-1.24520803818,22.5323776223
3177,31.77,-2.39041750851,-1.3694171868,21.9703072329
3178,31.78,-2.29325656539,-1.49920673025,21.4244772422
3179,31.79,-2.21769279796,-1.63433039428,20.8946344761
3180,31.8,-2.16217857322,-1.77485728739,20.380573265
3181,31.81,-2.12532011135,-1.92112056656,19.8821421815
3182,31.82,-2.10588797217,-2.07367450708,19.3992488801
3183,31.83,-2.1028224583,-2.23325935472,18.9318643312
3184,31.84,-2.11523515946,-2.40077318651,18.480027365
3185,31.85,-2.14240767196,-2.57724993063,18.0438501787
3186,31.86,-2.1837883484,-2.76384266758,17.6235252825
3187,31.87,-2.23898776755,-2.96181133567,17.2193342497
3188,31.88,-2.30777346535,-3.17251397602,16.8316585803
3189,31.89,-2.39006433419,-3.39740066512,16.4609929621
3190,31.9,-2.48592497779,-3.63800928691,16.1079612229
3191,31.91,-2.59556020085,-3.89596228141,15.773335282
3192,31.92,-2.71930971384,-4.17296346773,15.458057443
3193,31.93,-2.8576430392,-4.47079396655,15.1632663962
3194,31.94,-3.01115451432,-4.79130613508,14.8903273211
3195,31.95,-3.18055819293,-5.13641426755,14.6408664851
3196,31.96,-3.36668234663,-5.50808059878,14.4168107121
3197,31.97,-3.5704631578,-5.90829487036,14.2204320241
3198,31.98,-3.79293706815,-6.33904536989,14.0543976267
3199,31.99,-4.03523109941,-6.80227893029,13.9218251808
3200,32.0,-4.29855028862,-7.29984687623,13.8263429393
3201,32.01,-4.58416117514,-7.83343333628,13.7721537833
3202,32.02,-4.89337003717,-8.40446172234,13.7641014011
3203,32.03,-5.22749429966,-9.01397455353,13.8077357318
3204,32.04,-5.58782522682,-9.66248124464,13.9093732612
3205,32.05,-5.97557968012,-10.3497681099,14.0761456896
3206,32.06,-6.39183838657,-11.0746648422,14.3160278004
3207,32.07,-6.83746785915,-11.8347623938,14.6378319447
3208,32.08,-7.31302290031,-12.6260789117,15.0511524004
3209,32.09,-7.81862659299,-13.442673695,15.5662380446
3210,32.1,-8.35382497534,-14.2762147444,16.1937665874
3211,32.11,-8.91741439174,-15.115514152,16.9444886866
3212,32.12,-9.50724106018,-15.9460581703,17.8287067144
3213,32.13,-10.1199749934,-16.7495759458,18.8555525929
3214,32.14,-10.7508643941,-17.5037126931,20.0320346058
3215,32.15,-11.3934823203,-18.1818984604,21.3618379132
3216,32.16,-12.0394849712,-18.7535295929,22.8438917403
3217,32.17,-12.6784102425,-19.1846006183,24.4707616589
3218,32.18,-13.2975555842,-19.438930031,26.2269899284
3219,32.19,-13.88198413,-19.4801011868,28.0875878199
3220,32.2,-14.4147149444,-19.2741743227,30.016970589
3221,32.21,-14.8771532475,-18.793105401,31.9686966474
3222,32.22,-15.2498050443,-18.0186305792,33.8863942115
3223,32.23,-15.5132934043,-16.9461608997,35.7061912605
3224,32.24,-15.6496486573,-15.5880285839,37.3607746541
3225,32.25,-15.6437847371,-13.9753104896,38.7848864813
3226,32.26,-15.4850085565,-12.1575123227,39.9216659033
3227,32.27,-15.1683556961,-10.1996880478,40.7288694186
3228,32.28,-14.695524861,-8.1770778235,41.1837985154
3229,32.29,-14.0752131448,-6.16795782598,41.2858615044
3230,32.3,-13.3227389606,-4.24590728992,41.056135042
3231,32.31,-12.4589649667,-2.47290804723,40.5339690769
3232,32.32,-11.5086668251,-0.89449459058,39.7713750954
3233,32.33,-10.4985956598,0.4623716933,38.8264050967
3234,32.34,-9.45552260409,1.58871792137,37.75681633
3235,32.35,-8.40452506509,2.4908629173,36.6150376926
3236,32.36,-7.36769270621,3.18651739471,35.4449618426
3237,32.37,-6.36332768748,3.70059515321,34.2805840915
3238,32.38,-5.40561963016,4.0614331292,33.1461472411
3239,32.39,-4.50471122194,4.29781408903,32.0572870201
3240,32.4,-3.66704090704,4.43690722215,31.0226780199
3241,32.41,-2.89584894319,4.50304917451,30.0457865166
3242,32.42,-2.19175130107,4.51719062645,29.1264759955
3243,32.43,-1.55331161489,4.49681051356,28.2623374433
3244,32.44,-0.977566867842,4.45612145156,27.4497088382
3245,32.45,-0.460483503147,4.40643006019,26.6844044483
3246,32.46,0.0026641588236,4.35655785342,25.9622016171
3247,32.47,0.416991567536,4.31326375892,25.279140271
3248,32.48,0.787770569948,4.28163554648,24.6316868916
3249,32.49,1.12025549578,4.26543504359,24.0168062211
3250,32.5,1.4195586445,4.26739281878,23.4319742442
3251,32.51,1.69056566411,4.28945402048,22.8751569703
3252,32.52,1.93788237732,4.33297995993,22.3447720523
3253,32.53,2.16580585102,4.39891106897,21.8396444888
3254,32.54,2.37831372633,4.48789688251,21.35896341
3255,32.55,2.57906693343,4.60039821211,20.9022439789
3256,32.56,2.77142187124,4.73676599116,20.4692964467
3257,32.57,2.95844893105,4.89730054156,20.0602031317
3258,32.58,3.14295489743,5.08229431192,19.6753033247
3259,32.59,3.32750728446,5.29206049488,19.3151856973
3260,32.6,3.51445907935,5.5269493496,18.9806875755
